Bitcoin,BTC,https://coinmarketcap.com/currencies/bitcoin/,3647.12018669
Ethereum,ETH,https://coinmarketcap.com/currencies/ethereum/,120.560702572
XRP,XRP,https://coinmarketcap.com/currencies/ripple/,0.304120944533
Litecoin,LTC,https://coinmarketcap.com/currencies/litecoin/,44.0865234205
EOS,EOS,https://coinmarketcap.com/currencies/eos/,2.74824121833
Bitcoin Cash,BCH,https://coinmarketcap.com/currencies/bitcoin-cash/,124.872701832
Tether,USDT,https://coinmarketcap.com/currencies/tether/,1.00641154985
TRON,TRX,https://coinmarketcap.com/currencies/tron/,0.0256051411336
Stellar,XLM,https://coinmarketcap.com/currencies/stellar/,0.0787083785862
Binance Coin,BNB,https://coinmarketcap.com/currencies/binance-coin/,9.4421855903
Bitcoin SV,BSV,https://coinmarketcap.com/currencies/bitcoin-sv/,65.2562507709
Cardano,ADA,https://coinmarketcap.com/currencies/cardano/,0.0418357803943
Monero,XMR,https://coinmarketcap.com/currencies/monero/,47.677412847
IOTA,MIOTA,https://coinmarketcap.com/currencies/iota/,0.274084109656
Dash,DASH,https://coinmarketcap.com/currencies/dash/,76.6600688969
NEO,NEO,https://coinmarketcap.com/currencies/neo/,7.82173826782
Maker,MKR,https://coinmarketcap.com/currencies/maker/,460.537176727
Ethereum Classic,ETC,https://coinmarketcap.com/currencies/ethereum-classic/,4.12288940792
NEM,XEM,https://coinmarketcap.com/currencies/nem/,0.0392171205148
Zcash,ZEC,https://coinmarketcap.com/currencies/zcash/,49.62547038
Waves,WAVES,https://coinmarketcap.com/currencies/waves/,2.71784417857
USD Coin,USDC,https://coinmarketcap.com/currencies/usd-coin/,1.01403417181
Tezos,XTZ,https://coinmarketcap.com/currencies/tezos/,0.379166614334
Dogecoin,DOGE,https://coinmarketcap.com/currencies/dogecoin/,0.0019255158168
VeChain,VET,https://coinmarketcap.com/currencies/vechain/,0.00395746338014
TrueUSD,TUSD,https://coinmarketcap.com/currencies/trueusd/,1.01702728678
Ontology,ONT,https://coinmarketcap.com/currencies/ontology/,0.574687147174
Bitcoin Gold,BTG,https://coinmarketcap.com/currencies/bitcoin-gold/,10.4775287
Qtum,QTUM,https://coinmarketcap.com/currencies/qtum/,1.91462847973
OmiseGO,OMG,https://coinmarketcap.com/currencies/omisego/,1.15876629182
Holo,HOT,https://coinmarketcap.com/currencies/holo/,0.00119714314409
Chainlink,LINK,https://coinmarketcap.com/currencies/chainlink/,0.445764735477
Decred,DCR,https://coinmarketcap.com/currencies/decred/,16.7130744077
Basic Attenti...,BAT,https://coinmarketcap.com/currencies/basic-attention-token/,0.124167044294
Augur,REP,https://coinmarketcap.com/currencies/augur/,13.4290136137
0x,ZRX,https://coinmarketcap.com/currencies/0x/,0.247053142122
Zilliqa,ZIL,https://coinmarketcap.com/currencies/zilliqa/,0.0170335920081
Lisk,LSK,https://coinmarketcap.com/currencies/lisk/,1.16119319472
Paxos Standar...,PAX,https://coinmarketcap.com/currencies/paxos-standard-token/,1.01393537298
Bytecoin,BCN,https://coinmarketcap.com/currencies/bytecoin-bcn/,0.000623302279147
Bitcoin Diamond,BCD,https://coinmarketcap.com/currencies/bitcoin-diamond/,0.729947492603
Nano,NANO,https://coinmarketcap.com/currencies/nano/,0.817254621437
BitShares,BTS,https://coinmarketcap.com/currencies/bitshares/,0.0395677169285
